/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_001.wav	s' il vous plaire monsieur l' agent
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_002.wav	oui qu' est-ce que vous voulez
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_003.wav	oui qu' est-ce qu' est-ce que vous voulez
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_004.wav	mon camarade est malade
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_005.wav	mon camarade est malade
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_006.wav	d' où venez-vous
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_007.wav	nous sommes camerounais
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_008.wav	depuis quand votre ami est-il malade
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_009.wav	il a de la fièvre depuis trente-six heures
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_010.wav	avez-vous un véhicule
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_011.wav	oui on a du transport
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_012.wav	c' est prudent d' aller voir un médecin
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_013.wav	d' accord mais je ne connais pas cet endroit
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_014.wav	alors vous devrez aller par l église là-bas
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_015.wav	est-ce que le médecin est loin d' ici
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_016.wav	il y a une pharmacie un kilomètre plus loin sur cette route
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_017.wav	croyez-vous qu' il y a un docteur ou une infirmière
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_018.wav	la pharmacienne est aussi médecin
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_019.wav	bon on va tout de suite
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_020.wav	vous allez voir une croix verte sur la pharmacie
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_021.wav	c' est à droite ou à gauche
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_022.wav	a gauche sur la porte d' un bâtiment blanc
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_023.wav	merci bien de votre assistance
/mnt/corpora/central_accord/test/cameroon_m_006/cameroon_m_006_024.wav	je vous en prie
/mnt/corpora/central_accord/test/cameroon_m_012/cameroon_m_012_001.wav	s' il vous plaît monsieur l' agent
/mnt/corpora/central_accord/test/cameroon_m_012/cameroon_m_012_002.wav	plaît monsieur l' agent
/mnt/corpora/central_accord/test/cameroon_m_012/cameroon_m_012_003.wav	oui que voulez-vous
/mnt/corpora/central_accord/test/cameroon_m_012/cameroon_m_012_004.wav	mon camarade est malade
